FPA_ID,FIRE_YEAR,FIRE_NAME,DISCOVERY_DATE,DISCOVERY_DOY,CAUSE_CLASS,GENERAL_CAUSE,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,MONTH
FS-6767378,2016,CLARK,2016-08-04,217,Natural,Natural,2819.0,F,37.79888889,-118.9225,9
FS-6765413,2016,HIDDEN,2016-10-29,303,Natural,Natural,2739.0,F,36.26444444,-118.63555556,9
FS-6764884,2016,SOUP 2,2016-09-17,261,Human,Arson/incendiarism,2588.0,F,41.29222222,-120.28527778,10
SFO-2016CACDFLMU004695,2016,WILLARD,2016-09-11,255,Missing data/not specified/undetermined,Missing data/not specified/undetermined,2575.0,F,40.368367,-120.801883,9
FS-6711567,2016,COLEMAN,2016-06-04,156,Human,Debris and open burning,2520.0,F,36.47444444,-121.28666667,9
FS-6756370,2016,PINE,2016-06-30,182,Human,Recreation and ceremony,2304.0,F,34.63083333,-119.23027778,10
W-691916,2016,SODA,2016-06-04,156,Human,Missing data/not specified/undetermined,1995.4,F,35.0397,-119.6008,9
FS-6754121,2016,SACATA,2016-10-11,285,Human,Missing data/not specified/undetermined,1900.0,F,36.93305556,-119.24972222,1
FS-6764866,2016,SLATE,2016-10-04,278,Natural,Natural,1825.0,F,36.09361111,-118.57888889,8
SFO-2016CACDFKRN162410,2016,,2016-07-01,183,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1785.0,F,35.216666,-118.71666599999999,2
FS-6765275,2016,JACOBSON,2016-10-20,294,Human,Missing data/not specified/undetermined,1702.0,F,36.22777778,-118.56333333,8
W-699068,2016,SAWMILL,2016-09-25,269,Human,Missing data/not specified/undetermined,1547.0,F,38.8053,-122.8103,2
SFO-2016CACDFRRU105125,2016,BOGART,2016-08-30,243,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1470.0,F,33.976061,-116.95506100000001,3
W-691820,2016,CHIMNEY,2016-06-01,153,Human,Missing data/not specified/undetermined,1324.0,F,35.835,-118.0444,4
SFO-2016CACDFMMU012363,2016,DINOSAUR,2016-06-25,177,Human,Missing data/not specified/undetermined,1246.0,F,37.068124,-121.213195,4
ICS209_2016_4380959,2016,ROBLAR,2016-07-21,203,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1245.0,F,33.4175,-117.36805559999999,9
FS-6749416,2016,RESERVOIR,2016-06-20,172,Human,Equipment and vehicle use,1146.0,F,34.18833333,-117.86888889,5
W-693434,2016,SAGE,2016-07-09,191,Human,Equipment and vehicle use,1109.0,F,34.3674,-118.5618,9
W-699209,2016,MARSHES,2016-09-26,270,Human,Equipment and vehicle use,1080.0,F,37.793479999999995,-120.29876999999999,5
W-700939,2016,LAKES,2016-06-26,178,Natural,Natural,1000.0,F,37.5936,-119.5594,5
W-697263,2016,SADDLE,2016-09-05,249,Human,Equipment and vehicle use,850.0,E,39.69594,-121.57383,5
FS-6753753,2016,CROWN,2016-09-15,259,Natural,Natural,797.0,E,36.95027778,-118.83361111,5
W-697211,2016,GRADE,2016-08-24,237,Human,Power generation/transmission/distribution,710.0,E,40.7678,-122.6011,9
W-691800,2016,CUDDEBACK,2016-05-13,134,Human,Missing data/not specified/undetermined,709.0,E,35.42783,-117.50242,5
FS-6740167,2016,MOKELUMNE,2016-08-19,232,Natural,Natural,655.0,E,38.56833333,-120.01111111,10
FS-6714575,2016,MARINA,2016-06-24,176,Human,Power generation/transmission/distribution,654.0,E,37.97305556,-119.13638889,5
SFO-2016CACDFKRN163222,2016,,2016-08-26,239,Human,Missing data/not specified/undetermined,600.0,E,35.2,-118.71666599999999,5
SFO-2016CACDFHUU006956,2016,TULLY,2016-08-22,235,Human,Arson/incendiarism,599.0,E,41.282667,-123.8165,5
W-693619,2016,FORT,2016-07-08,190,Human,Missing data/not specified/undetermined,554.0,E,34.9028,-118.9042,5
SFO-2016CACDFBTU011608,2016,99,2016-08-02,215,Human,Misuse of fire by a minor,520.0,E,39.664217,-121.71215,5
W-700708,2016,OLD,2016-06-04,156,Human,Equipment and vehicle use,516.0,E,34.133247,-118.64719699999999,8
SFO-2016CACDFTGU005731,2016,COLYEAR,2016-06-30,182,Human,Missing data/not specified/undetermined,464.0,E,40.044835,-122.578589,5
SFO-2016CACDFTCU009339,2016,WILLOW,2016-08-28,241,Human,Missing data/not specified/undetermined,450.0,E,38.190278,-120.643056,6
ICS209_2016_4270404,2016,FIDDLER,2016-07-09,191,Human,Missing data/not specified/undetermined,441.0,E,40.4052778,-122.72861110000001,6
SFO-2016CACDFNEU020037,2016,BEALE,2016-08-18,231,Human,Missing data/not specified/undetermined,388.72,E,39.155332,-121.39222099999999,6
FS-6752681,2016,TULE,2016-08-22,235,Human,Missing data/not specified/undetermined,387.0,E,36.15722222,-118.72944444,11
FS-6766775,2016,HOWARDS,2016-09-11,255,Human,Railroad operations and maintenance,380.0,E,41.46583333,-120.9175,6
FS-6735238,2016,HORSESHOE,2016-08-09,222,Human,Missing data/not specified/undetermined,379.0,E,36.4625,-118.15083333,6
SFO-2016CACDFAEU017670,2016,RANCHO,2016-06-28,180,Human,Missing data/not specified/undetermined,372.0,E,38.384167,-121.02966699999999,6
SFO-2016CACDFTCU007341,2016,PACHECO,2016-07-12,194,Human,Equipment and vehicle use,341.0,E,38.078425,-120.871513,6
W-697678,2016,HOG,2016-09-13,257,Human,Power generation/transmission/distribution,320.0,E,40.294884,-122.13228000000001,6
SFO-2016CACDFTCU006914,2016,APPALOOSA,2016-07-02,184,Human,Missing data/not specified/undetermined,310.0,E,38.027419,-120.610969,6
SFO-2016CACDFKRN163557,2016,,2016-09-19,263,Human,Equipment and vehicle use,307.0,E,35.633333,-118.8,6
W-697652,2016,HAVILAH 2,2016-08-27,240,Human,Missing data/not specified/undetermined,304.0,E,35.7378,-118.728,6
SFO-2016CACDFFKU007079,2016,DEWOLF,2016-05-25,146,Missing data/not specified/undetermined,Missing data/not specified/undetermined,287.0,D,36.914687,-119.649529,6
SFO-2016CACDFLNU005580,2016,CREEK,2016-06-26,178,Missing data/not specified/undetermined,Missing data/not specified/undetermined,277.0,D,38.72891,-122.14273100000001,6
W-694214,2016,ONYX,2016-07-13,195,Human,Other causes,265.0,D,35.6822,-118.22,6
FS-6763883,2016,TOBIN,2016-09-26,270,Human,Missing data/not specified/undetermined,248.0,D,39.93388889,-121.3275,6
W-691817,2016,JOHAN,2016-05-30,151,Human,Firearms and explosives use,230.0,D,35.386414,-117.59021399999999,6
SFO-2016CACDFBEU002815,2016,KING,2016-06-17,169,Missing data/not specified/undetermined,Missing data/not specified/undetermined,225.0,D,36.251333,-120.819,6
W-695147,2016,HART 2,2016-08-04,217,Human,Missing data/not specified/undetermined,220.0,D,35.2531,-118.5922,7
W-699060,2016,RESERVOIR,2016-06-26,178,Human,Recreation and ceremony,215.0,D,39.1556,-122.5708,7
SFO-2016CACDFFKU013208,2016,LASSEN,2016-09-12,256,Human,Equipment and vehicle use,209.0,D,36.226278,-120.103699,7
ICS209_2016_4399247,2016,WASHINGTON,2016-09-22,266,Missing data/not specified/undetermined,Missing data/not specified/undetermined,204.0,D,34.74067,-120.5425,7
SFO-2016CACDFAEU016373,2016,CAMANCHE,2016-06-17,169,Missing data/not specified/undetermined,Missing data/not specified/undetermined,201.0,D,38.258983,-120.91931399999999,7
SFO-2016CACDFLNU160301,2016,,2016-06-20,172,Human,Equipment and vehicle use,200.0,D,38.684253999999996,-121.71190800000001,7
SFO-2016CACDFFKU009787,2016,BIG,2016-07-11,193,Missing data/not specified/undetermined,Missing data/not specified/undetermined,188.0,D,36.918356,-119.40089499999999,7
FS-6772863,2016,SPRING,2016-07-12,194,Natural,Natural,179.0,D,37.4,-119.02,7
FS-6765677,2016,EMERALD,2016-10-14,288,Human,Power generation/transmission/distribution,176.0,D,38.94888889,-120.08305556,7
W-693646,2016,BRIGGS,2016-07-12,194,Human,Missing data/not specified/undetermined,173.0,D,33.76913,-117.13101999999999,5
SFO-2016CACDFNEU011390,2016,ATHENS,2016-05-17,138,Missing data/not specified/undetermined,Missing data/not specified/undetermined,169.0,D,38.839036,-121.309432,5
SFO-2016CACDFRRU069140,2016,TRES CERRITOS AV / THOROU,2016-06-07,159,Human,Arson/incendiarism,167.0,D,33.758309999999994,-117.03949399999999,5
SFO-2016CACDFFKU009315,2016,FRAME,2016-07-04,186,Human,Arson/incendiarism,166.0,D,36.14159,-120.618125,5
SFO-2016CACDFSLU004968,2016,SHEDD,2016-05-10,131,Missing data/not specified/undetermined,Missing data/not specified/undetermined,162.0,D,35.584183,-120.42799,6
W-692262,2016,HIGHWAY 2,2016-06-17,169,Human,Missing data/not specified/undetermined,158.0,D,35.7417,-118.9875,6
SFO-2016CACDFFKU012714,2016,SUNNY,2016-09-03,247,Human,Missing data/not specified/undetermined,157.0,D,36.861428000000004,-119.341047,10
FS-6750004,2016,EARLY,2016-08-29,242,Human,Power generation/transmission/distribution,153.0,D,37.87611111,-119.87222222,10
W-691058,2016,HILLS,2016-04-28,119,Natural,Natural,151.0,D,36.655167,-120.74316699999999,6
SFO-2016CACDFSCU005969,2016,BIRD,2016-08-20,233,Human,Missing data/not specified/undetermined,149.0,D,37.5729,-121.414767,10
FS-6742061,2016,HOLY,2016-08-31,244,Human,Missing data/not specified/undetermined,146.0,D,33.67444444,-117.52361111,6
SFO-2016CACDFBTU014561,2016,BANGOR,2016-09-22,266,Human,Missing data/not specified/undetermined,144.0,D,39.443241,-121.43303300000001,7
W-691904,2016,TEMECULA,2016-06-04,156,Human,Missing data/not specified/undetermined,140.0,D,33.454852,-117.13592,6
W-694050,2016,ALAMO,2016-07-19,201,Human,Equipment and vehicle use,138.0,D,32.7297,-114.7164,7
SFO-2016CACDFKRN162640,2016,,2016-07-15,197,Human,Missing data/not specified/undetermined,138.0,D,35.666666,-118.75,7
FS-6363522,2015,ROUGH,2015-07-31,212,Natural,Natural,151623.0,G,36.87361111,-118.90472222,7
2015CAIRS28939331,2015,VALLEY,2015-09-12,255,Missing data/not specified/undetermined,Missing data/not specified/undetermined,76067.0,G,38.843988,-122.759707,7
2015CAIRS28783337,2015,BUTTE,2015-09-09,252,Missing data/not specified/undetermined,Missing data/not specified/undetermined,70868.0,G,38.342719,-120.695967,7
W-685191,2015,ROCKY,2015-07-29,210,Human,Other causes,69363.0,G,38.91194,-122.49306000000001,7
FS-6337554,2015,HAPPY,2015-07-30,211,Natural,Natural,68040.97,G,40.89861111,-123.46138889,7
FS-6702578,2015,LAKE,2015-06-17,168,Human,Missing data/not specified/undetermined,51000.0,G,34.15694444,-116.90083333,7
FS-6354218,2015,JOHNSON,2015-07-30,211,Natural,Natural,34006.0,G,40.55444444,-123.50111111,7
FS-6337571,2015,PATTISON,2015-07-30,211,Natural,Natural,27150.0,G,40.68,-123.41666667,7
W-685258,2015,JERUSALEM,2015-08-09,221,Human,Equipment and vehicle use,25156.0,G,38.83875,-122.50263999999999,9
FS-6350195,2015,LASSICS,2015-07-30,211,Natural,Natural,18178.0,G,40.38611111,-123.44722222,10
FS-6349011,2015,WASHINGTON,2015-06-19,170,Natural,Natural,17790.0,G,38.59805556,-119.75222222,6
FS-6347775,2015,SHIELL,2015-07-30,211,Natural,Natural,15378.0,G,40.46527778,-123.05388889,6
FS-6350498,2015,PEAK,2015-08-02,214,Natural,Natural,12166.0,G,41.55583333,-123.77583333,6
FS-6350714,2015,BEAR,2015-07-31,212,Natural,Natural,11619.0,G,41.81527778,-123.74833333,7
FS-6350322,2015,BLAKE,2015-07-30,211,Natural,Natural,11430.0,G,40.60972222,-123.55944444,7
FS-6350776,2015,PICKETT,2015-07-31,212,Natural,Natural,11004.0,G,40.34305556,-123.38305556,10
W-685709,2015,DODGE,2015-08-03,215,Human,Equipment and vehicle use,10570.0,G,40.9636,-120.1142,7
FS-6350144,2015,RAIL,2015-07-30,211,Natural,Natural,8669.0,G,40.495,-123.16055556,7
FS-6350315,2015,GOBBLER,2015-07-30,211,Natural,Natural,8299.0,G,40.3575,-123.44138889,9
W-686633,2015,WRAGG,2015-07-22,203,Human,Equipment and vehicle use,8051.0,G,38.50581,-122.11154199999999,7
FS-6350627,2015,NICKOWITZ,2015-08-01,213,Natural,Natural,7571.0,G,41.46861111,-123.75166667,10
FS-6699990,2015,CABIN,2015-07-19,200,Natural,Natural,6960.0,G,36.23527778,-118.53555556,7
FS-6350784,2015,GROVES,2015-07-30,211,Natural,Natural,6797.8,G,40.95694444,-123.45333333,7
W-680197,2015,ROUND,2015-02-06,37,Human,Power generation/transmission/distribution,6533.0,G,37.4536,-118.5842,7
FS-6343637,2015,PEAK,2015-07-30,211,Natural,Natural,6269.0,G,40.49222222,-123.19833333,7
2015CAIRS27671921,2015,WILLOW,2015-07-25,206,Human,Arson/incendiarism,5702.0,G,37.262607,-119.51113899999999,8
FS-6350657,2015,COON,2015-08-01,213,Natural,Natural,5679.0,G,41.76361111,-123.96222222,8
FS-6359396,2015,FROG,2015-07-30,211,Natural,Natural,4812.0,F,41.39833333,-121.39166667,9
FS-6363840,2015,NORTH,2015-07-17,198,Human,Missing data/not specified/undetermined,4250.0,F,34.33916667,-117.47777778,8
ICS209_2015_2720529,2015,CARL,2015-04-28,118,Missing data/not specified/undetermined,Missing data/not specified/undetermined,4000.0,F,33.421111100000005,-117.50333329999998,10
FS-6352024,2015,WALKER,2015-08-14,226,Human,Missing data/not specified/undetermined,3676.0,F,37.87805556,-119.15916667,9
FS-6343752,2015,DOG,2015-07-30,211,Natural,Natural,3273.0,F,40.60888889,-123.08805556,7
2015CAIRS29179676,2015,BARKER,2015-07-31,212,Natural,Natural,3261.0,F,40.6043,-123.08045,8
2015CAIRS28040882,2015,TESLA,2015-08-19,231,Missing data/not specified/undetermined,Missing data/not specified/undetermined,2850.0,F,37.6205,-121.5795,9
FS-6341883,2015,BLUE,2015-07-30,211,Natural,Natural,2826.0,F,40.38694444,-123.17333333,9
SFO-2015CACDFSLU008555,2015,CUESTA,2015-08-16,228,Human,Equipment and vehicle use,2446.0,F,35.317021999999994,-120.621168,9
2015CAIRS28941492,2015,LOWELL,2015-07-25,206,Missing data/not specified/undetermined,Missing data/not specified/undetermined,2304.0,F,39.209281,-120.86113700000001,9
ICS209_2015_2720552,2015,GRENADE,2015-04-29,119,Missing data/not specified/undetermined,Missing data/not specified/undetermined,2025.0,F,33.389444399999995,-117.48527779999999,10
ICS209_2015_2867781,2015,HORNO,2015-08-13,225,Human,Missing data/not specified/undetermined,1846.0,F,33.36,-117.4722222,10
W-679635,2015,PARKHILL,2015-06-20,171,Human,Missing data/not specified/undetermined,1800.0,F,35.375,-120.4353,10
2015CAIRS27645084,2015,,2015-06-20,171,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1800.0,F,34.4496848,-119.76982577,10
FS-6350179,2015,PINE,2015-07-30,211,Natural,Natural,1773.0,F,40.27138889,-123.63583333,9
FS-6357969,2015,CABIN,2015-08-14,226,Human,Power generation/transmission/distribution,1700.0,F,34.25611111,-117.85694444,11
FS-6350194,2015,BUCK,2015-07-30,211,Natural,Natural,1669.0,F,40.45583333,-123.55611111,9
SFO-2015CACDFMMU013970,2015,MCCABE,2015-07-18,199,Natural,Natural,1600.0,F,37.083636,-121.101557,7
FS-6319869,2015,SADDLE,2015-06-09,160,Natural,Natural,1543.0,F,40.69361111,-123.53416667,7
FS-6350658,2015,EAST,2015-08-01,213,Natural,Natural,1529.8,F,41.01416667,-123.46777778,7
SFO-2015CACDFMMU014907,2015,CREEK,2015-07-31,212,Human,Equipment and vehicle use,1450.0,F,37.070409000000005,-121.073904,9
ICS209_2015_2792964,2015,STEELHEAD,2015-07-30,211,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1404.0,F,40.1678,-123.6389,7
ICS209_2015_2950326,2015,SOLIMAR,2015-12-26,360,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1288.0,F,34.3141667,-119.3527778,8
2015CAIRS28938002,2015,TASSAJARA,2015-09-19,262,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1100.0,F,36.391049,-121.595123,8
SFO-2015CACDFRRU044605,2015,,2015-04-18,108,Human,Equipment and vehicle use,1049.0,F,33.884316999999996,-117.64276699999999,8
FS-6360139,2015,LUMPKIN,2015-09-11,254,Human,Missing data/not specified/undetermined,1045.0,F,39.51916667,-121.33861111,8
2015CAIRS27457136,2015,CORRINE,2015-06-18,169,Human,Power generation/transmission/distribution,920.0,E,37.168791,-119.49988799999998,8
FS-6350334,2015,FEEDER,2015-08-02,214,Natural,Natural,898.0,E,41.60111111,-123.85138889,9
FS-6350361,2015,WILLIAMS,2015-08-02,214,Natural,Natural,870.0,E,41.58333333,-123.75166667,7
SFO-2015CACDFBTU014554,2015,MERIDIAN,2015-10-03,276,Human,Power generation/transmission/distribution,860.0,E,39.879874,-121.91926399999998,7
ICS209_2015_2748795,2015,MORTAR,2015-04-28,118,Missing data/not specified/undetermined,Missing data/not specified/undetermined,800.0,E,33.3591667,-117.3888889,7
2015CAIRS27952075,2015,1-57 DOBBYN,2015-08-01,213,Natural,Natural,788.0,E,40.2345,-123.64633300000001,8
FS-6337547,2015,DYER,2015-07-30,211,Natural,Natural,757.39,E,40.88111111,-123.45138889,10
ICS209_2015_2819846,2015,PEANUT,2015-06-11,162,Missing data/not specified/undetermined,Missing data/not specified/undetermined,700.0,E,35.9707,-121.2691,8
SFO-2015CACDFBEU004582,2015,CIENEGA,2015-10-12,285,Human,Power generation/transmission/distribution,690.0,E,36.691685,-121.34085400000001,8
FS-6346044,2015,ELK,2015-09-02,245,Human,Equipment and vehicle use,670.0,E,39.21277778,-122.92944444,10
FS-6350788,2015,CASTLE 1,2015-07-30,211,Natural,Natural,661.6,E,40.72388889,-123.49416667,8
FS-6350394,2015,SUMMIT,2015-08-02,214,Natural,Natural,639.0,E,41.58777778,-123.79722222,8
FS-6355838,2015,ANZA,2015-08-10,222,Human,Equipment and vehicle use,550.0,E,33.55722222,-116.555,8
W-676931,2015,VAN DYKE,2015-02-06,37,Human,Missing data/not specified/undetermined,509.0,E,38.2153,-119.2333,10
ICS209_2015_2726766,2015,SKY,2015-06-18,169,Missing data/not specified/undetermined,Missing data/not specified/undetermined,500.0,E,37.3855,-119.6087,8
2015CAIRS27894832,2015,TRIPLE 3,2015-07-21,202,Natural,Natural,430.0,E,36.08787,-118.816699,10
W-687173,2015,TENAYA,2015-09-07,250,Natural,Natural,415.0,E,37.76818,-119.57735,8
SFO-2015CACDFBTU010917,2015,SWEDES,2015-07-29,210,Human,Debris and open burning,400.0,E,39.431166999999995,-121.4025,9
SFO-2015CACDFSKU005078,2015,YORK 2-3,2015-07-04,185,Natural,Natural,395.0,E,41.829833,-122.40793300000001,8
2015CAIRS27605899,2015,,2015-06-24,175,Missing data/not specified/undetermined,Missing data/not specified/undetermined,390.0,E,34.566666,-118.866666,10
FS-6337796,2015,ROAD,2015-07-30,211,Natural,Natural,378.68,E,40.92166667,-123.46305556,8
SFO-2015CACDFAEU017193,2015,IONE,2015-07-02,183,Human,Arson/incendiarism,357.0,E,38.440616999999996,-121.075167,8
W-687292,2015,MIDDLE,2015-07-27,208,Natural,Natural,325.0,E,37.84938,-119.69577,9
ICS209_2015_2942834,2015,HIGHWAY,2015-11-21,325,Human,Missing data/not specified/undetermined,323.0,E,33.8434,-114.5306,8
FS-6337605,2015,YORK,2015-07-30,211,Natural,Natural,316.0,E,40.77888889,-123.43666667,11
ICS209_2015_2858111,2015,DEER,2015-08-18,230,Missing data/not specified/undetermined,Missing data/not specified/undetermined,311.0,E,35.17,-118.7661111,10
SFO-2015CACDFHUU005725,2015,1-51 WILDCAT,2015-08-01,213,Natural,Natural,304.0,E,40.2335,-123.691833,7
FS-6342519,2015,WARM,2015-08-16,228,Human,Arson/incendiarism,300.0,E,34.60777778,-118.5625,8
W-678535,2015,FOREBAY FIRE,2015-05-11,131,Human,Missing data/not specified/undetermined,300.0,E,37.081942,-121.091347,9
SFO-2015CACDFHUU005732,2015,1-58 BLOCKSBURG,2015-08-01,213,Natural,Natural,284.0,D,40.264167,-123.6325,9
FS-6344562,2015,CHORRO,2015-08-02,214,Human,Missing data/not specified/undetermined,282.0,D,34.59694444,-119.33055556,9
ICS209_2015_2843988,2015,WINDMILL,2015-04-12,102,Human,Missing data/not specified/undetermined,275.0,D,33.3072222,-117.3063889,9
W-687024,2015,BIG FIVE,2015-06-17,168,Natural,Natural,265.0,D,36.480203,-118.48850300000001,9
SFO-2015CACDFBTU015045,2015,RICHVALE,2015-10-13,286,Human,Equipment and vehicle use,250.0,D,39.493974,-121.73545800000001,10
2015CAIRS28442385,2015,PETERSON,2015-08-22,234,Human,Equipment and vehicle use,250.0,D,38.925706,-122.879125,8
FS-6350771,2015,TIERNEY,2015-07-30,211,Natural,Natural,247.0,D,40.44666667,-123.56722222,8
SFO-2015CACDFSCU003304,2015,,2015-05-28,148,Human,Power generation/transmission/distribution,241.0,D,37.765667,-121.65525,9
SFO-2015CACDFMEU004038,2015,,2015-04-20,110,Human,Debris and open burning,240.0,D,39.204567,-123.0562,9
FS-6318695,2015,CALGROVE,2015-06-24,175,Human,Missing data/not specified/undetermined,238.0,D,34.34833333,-118.53555556,9
ICS209_2015_2815337,2015,WOODY COMPLEX,2015-07-05,186,Human,Missing data/not specified/undetermined,224.0,D,35.811944399999994,-118.79416670000002,9
ICS209_2015_2835878,2015,241,2015-07-13,194,Human,Missing data/not specified/undetermined,214.0,D,33.72361110000001,-117.7163889,9
W-685113,2015,CHINA,2015-07-29,210,Human,Missing data/not specified/undetermined,212.0,D,40.5033,-122.3961,9
ICS209_2015_2804615,2015,MESA,2015-06-29,180,Missing data/not specified/undetermined,Missing data/not specified/undetermined,211.0,D,34.6933333,-120.43083329999999,9
FS-1736075,2015,STEPHENS,2015-02-24,55,Human,Debris and open burning,209.0,D,41.48472222,-121.86638889,10
FS-6338473,2015,BIG CREEK,2015-07-29,210,Human,Debris and open burning,204.0,D,37.82,-120.14361111,9
FS-6350184,2015,BLUFORD,2015-07-30,211,Natural,Natural,202.0,D,40.23305556,-123.52138889,10
FS-6336310,2015,PINES,2015-07-17,198,Human,Missing data/not specified/undetermined,200.0,D,34.37722222,-117.68611111,10
FS-1526426,2014,FRYING PAN,2014-08-11,223,Natural,Natural,115279.2,G,41.7725,-123.35583333,7
ICS209_2014_983669,2014,KING,2014-09-13,256,Human,Missing data/not specified/undetermined,97717.0,G,38.7925,-120.6022222,8
FS-1524760,2014,EILER,2014-07-31,212,Human,Missing data/not specified/undetermined,47958.0,G,40.71944444,-121.55222222,7
FS-1524012,2014,WHITES,2014-07-30,211,Natural,Natural,33758.0,G,41.2675,-123.00222222,7
FS-1527813,2014,BEAVER,2014-07-30,211,Natural,Natural,32496.0,G,41.92444444,-122.87972222,7
FS-1527925,2014,BALD,2014-07-30,211,Natural,Natural,31872.0,G,40.99972222,-121.61638889,9
ICS209_2014_405786,2014,PULGAS,2014-05-15,135,Missing data/not specified/undetermined,Missing data/not specified/undetermined,14416.0,G,33.57194439999999,-117.07722220000001,7
FS-1525903,2014,FRENCH,2014-07-28,209,Human,Recreation and ceremony,13837.0,G,37.27472222,-119.33722222,9
W-680393,2014,DAY,2014-07-30,211,Natural,Natural,13153.0,G,41.2267,-121.3619,8
FS-1526821,2014,MAN,2014-08-12,224,Natural,Natural,13110.0,G,41.53583333,-123.16333333,8
W-679438,2014,BULLY,2014-07-11,192,Human,Missing data/not specified/undetermined,12660.0,G,40.41967,-122.7295,9
2014CAIRS25890061,2014,LODGE COMPLEX,2014-07-30,211,Natural,Natural,12535.0,G,39.833208,-123.631965,10
2014CAIRS24960405,2014,MONTICELLO,2014-07-04,185,Human,Fireworks,6488.0,G,38.512226,-122.10395,10
FS-1522864,2014,COFFEE,2014-07-29,210,Natural,Natural,6258.0,G,41.14083333,-122.80472222,10
FS-1527808,2014,LITTLE DEER,2014-07-31,212,Natural,Natural,5498.0,G,41.68166667,-122.12694444,8
ICS209_2014_400503,2014,TOMAHAWK,2014-05-14,134,Missing data/not specified/undetermined,Missing data/not specified/undetermined,5367.0,G,33.383055600000006,-117.2636111,10
FS-1526439,2014,FAULKSTEIN,2014-08-11,223,Natural,Natural,5225.0,G,41.705,-123.19111111,9
ICS209_2014_523156,2014,STONY,2014-06-19,170,Human,Missing data/not specified/undetermined,4840.0,F,35.987777799999996,-121.2872222,9
W-675663,2014,MEADOW,2014-08-14,226,Natural,Natural,4776.0,F,37.71229,-119.509,6
W-675660,2014,EL PORTAL,2014-07-26,207,Human,Power generation/transmission/distribution,4748.0,F,37.676840000000006,-119.78005,8
SFO-2014CACDFLNU005333,2014,BUTTS,2014-07-01,182,Human,Equipment and vehicle use,4300.0,F,38.671667,-122.444722,10
2014CAIRS25659875,2014,SAND,2014-07-25,206,Human,Equipment and vehicle use,4240.0,F,38.553483,-120.83558300000001,10
FS-1525064,2014,WAY,2014-08-18,230,Human,Missing data/not specified/undetermined,4045.0,F,35.72611111,-118.47916667,10
FS-1526822,2014,LOG,2014-07-30,211,Natural,Natural,3632.0,F,41.55,-123.05388889,11
SFO-2014CACDFNEU023454,2014,APPLEGATE,2014-10-08,281,Missing data/not specified/undetermined,Missing data/not specified/undetermined,3213.0,F,39.003838,-120.993454,11
FS-1523501,2014,SHIRLEY,2014-06-13,164,Human,Missing data/not specified/undetermined,2546.0,F,35.70166667,-118.54416667,7
ICS209_2014_370417,2014,ETIWANDA,2014-04-30,120,Human,Missing data/not specified/undetermined,2143.0,F,34.2008333,-117.54916670000001,1
FS-1520216,2014,COLBY,2014-01-16,16,Human,Recreation and ceremony,1980.0,F,34.165,-117.84777778,2
FS-1523525,2014,NICOLLS,2014-07-11,192,Human,Missing data/not specified/undetermined,1680.0,F,35.64222222,-118.14833333,3
ICS209_2014_397518,2014,BERNARDO,2014-05-13,133,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1548.0,F,32.9972222,-117.1563889,5
ICS209_2014_405755,2014,COMBAT,2014-05-16,136,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1457.0,F,33.421111100000005,-117.5536111,5
FS-1520105,2014,SODA,2014-01-13,13,Human,Recreation and ceremony,1435.0,F,36.20138889,-118.51805556,6
ICS209_2014_962005,2014,GULCH,2014-09-10,253,Human,Missing data/not specified/undetermined,1375.0,F,40.730277799999996,-122.1725,7
W-675209,2014,DARK HOLE,2014-07-16,197,Natural,Natural,1077.0,F,37.80538,-119.61308999999999,4
SFO-2014CACDFMMU013131,2014,KELLEY,2014-07-26,207,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1000.0,F,37.350839,-120.962832,11
FS-1525587,2014,SILVERADO,2014-09-12,255,Human,Missing data/not specified/undetermined,959.2,E,33.74666667,-117.59777778,10
FS-1521223,2014,CAMPBELL,2014-01-02,2,Human,Recreation and ceremony,865.0,E,40.065,-121.73833333,8
FS-1523033,2014,MDF DG GULCH,2014-07-03,184,Human,Railroad operations and maintenance,840.0,E,41.46638889,-120.92416667,8
ICS209_2014_403676,2014,COCOS,2014-05-14,134,Missing data/not specified/undetermined,Missing data/not specified/undetermined,800.0,E,33.118666,-117.051166,11
2014CAIRS24729377,2014,HUNTER,2014-05-26,146,Missing data/not specified/undetermined,Missing data/not specified/undetermined,677.0,E,37.568954,-120.14159,9
FS-1523047,2014,DALTON,2014-07-02,183,Natural,Natural,641.0,E,41.72611111,-121.03166667,9
FS-1523381,2014,EVANS,2014-07-15,196,Natural,Natural,633.0,E,39.68138889,-120.08722222,9
ICS209_2014_398076,2014,MIGUELITO,2014-05-13,133,Missing data/not specified/undetermined,Missing data/not specified/undetermined,632.0,E,34.5886111,-120.4736111,9
